Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age,Study_Efficiency,Sleep_Hours,Internet_Usage_Hours
STU4711,Diya Bansal,4.8,76.3,37.3,66.9,C,F,19,,6.6,6.3
STU4712,Rahul Bansal,5.1,62.1,30.6,47.3,D,M,,0.76,8.2,6.3
STU4713,Ayushi Sharma,3.3,82.0,36.8,73.5,B,female,-18,0.81,7.5,3.5
STU4714,Surya Singh,7.8,72.3,39.6,55.9,C,Male,,0.89,6.0,7.0
STU4715,Ritika Mehta,5.6,81.3,38.3,63.1,C,female,25,0.73,74.11325744,6.4
STU4716,Karthik Bansal,,,,41.0,D,M,-9,0.9,9.7,3.0
STU4717,Vivaan Das,6.4,97.3,41.4,63.0,C,,-15,0.95,5.6,3.3
STU4718,Harsh Kumar,10.0,95.8,56.1,88.5,A,Male,19,0.75,8.0,2.3
STU4719,Aadhya Chopra,4.9,67.6,38.3,72.6,B,female,22,8.806260662,8.5,2.2
STU4720,Shruti Sharma,9.3,73.7,38.2,,D,F,19,0.66,5.1,6.4
STU4721,Vivaan Verma,4.1,84.5,37.1,68.2,C,Male,22,0.76,7.1,
STU4722,Saanvi Iyer,1.5,,26.6,57.5,C,F,,,6.1,8.0
STU4723,Ritika Jain,2.8,74.2,33.6,68.7,C,female,22,0.75,8.0,5.8
STU4724,Shaurya Mehta,4.8,,458.5147327,64.3,C,Male,20,0.89,8.1,
STU4725,Nisha Agarwal,3.0,96.6,,95.9,A,female,21,0.82,77.88026458,53.80822122
STU4726,Aadhya Verma,1.0,,24.2,,D,female,22,0.65,6.6,7.2
STU4727,Ritika Nair,9.2,83.2,51.0,81.0,B,F,19,0.62,,
STU4728,Ishita Malhotra,8.6,80.8,52.6,,D,,24,0.94,6.4,
STU4729,Ananya Kumar,7.7,97.2,425.3034053,,A,F,20,,8.0,5.5
STU4730,Nisha Kapoor,,97.3,29.9,,D,,-12,0.65,8.3,4.3
STU4731,Aarav Bansal,2.1,98.8,,71.9,,M,19,0.55,7.2,3.1
STU4732,Diya Gupta,1.6,,22.5,42.6,D,female,-25,0.72,8.6,7.8
STU4733,Krishna Bansal,7.5,,42.6,70.0,B,,25,,5.4,5.0
STU4734,Rohan Mehta,9.4,87.1,,47.5,D,Male,,0.73,5.9,1.9
STU4735,Ananya Malhotra,4.9,,45.1,,A,F,-24,0.6,6.0,
STU4736,Sneha Singh,,60.7,24.3,,D,F,,0.84,9.0,1.4
STU4737,Ishita Nair,5.6,,38.7,70.8,B,female,23,0.67,9.1,6.5
STU4738,Manav Das,4.1,95.5,39.1,71.3,B,,,0.94,5.1,7.4
STU4739,Karthik Nair,4.4,94.8,47.8,98.3,,Male,23,0.54,5.1,3.0
STU4740,Nisha Verma,6.6,74.3,44.4,79.3,B,female,22,0.51,,1.7
STU4741,Karthik Chopra,7.5,95.6,41.8,57.3,C,Male,18,0.52,8.9,1.2
STU4742,Sai Das,2.0,83.7,28.7,54.4,D,M,19,0.92,4.1,1.9
STU4743,Myra Jain,1.3,92.2,26.1,47.7,,,-4,,,2.7
STU4744,Shruti Patel,9.9,77.1,,85.4,A,F,,0.52,4.4,
STU4745,Surya Joshi,3.1,64.5,37.1,81.4,B,M,22,0.52,,7.4
STU4746,Aadhya Mehta,1.5,77.3,428.4705922,76.6,,F,17,0.99,5.8,52.12897552
STU4747,Nisha Nair,,78.3,26.0,42.5,D,female,17,0.77,4.7,5.2
STU4748,Ishaan Reddy,1.4,82.0,36.7,85.8,A,M,-16,0.61,7.1,1.3
STU4749,Priya Khanna,4.5,64.2,39.0,820.3217494,B,F,24,0.74,,6.0
STU4750,Harsh Kapoor,8.2,99.7,55.7,97.8,A,M,24,0.52,8.6,4.5
STU4751,Karthik Iyer,4.1,69.8,37.7,75.2,B,Male,20,0.97,6.4,7.4
STU4752,Ira Agarwal,5.0,67.9,34.2,58.2,C,female,,8.460571783,4.8,6.5
STU4753,Diya Gupta,7.1,81.1,481.388254,62.9,C,female,24,0.93,76.57811014,
STU4754,Diya Verma,5.6,81.5,34.5,50.6,D,female,,0.65,5.4,5.8
STU4755,Meera Kumar,,77.6,,83.4,B,F,23,0.61,6.7,1.8
STU4756,Yash Kapoor,8.8,90.9,51.4,,B,,20,0.81,5.5,3.6
STU4757,Pooja Das,1.1,80.7,25.9,52.0,D,F,25,,9.3,7.1
STU4758,Meera Jain,8.0,84.4,39.3,,,F,22,,7.5,1.6
STU4759,Aryan Patel,5.1,88.9,,44.6,D,M,19,8.309894808,5.4,4.5
STU4760,Sneha Agarwal,9.9,61.0,54.3,94.7,A,female,21,0.69,9.0,7.2
STU4761,Ishita Agarwal,5.3,82.8,35.1,54.0,D,F,21,8.188166511,6.6,6.6
STU4762,Meera Agarwal,9.9,95.4,47.5,60.6,C,female,21,0.75,,4.7
STU4763,Dev Jain,7.8,60.7,38.7,56.8,,Male,24,0.59,7.5,6.1
STU4764,Sai Kumar,,76.2,33.5,,C,Male,25,0.74,8.6,2.8
STU4765,Pooja Jain,5.8,97.0,46.1,,B,female,25,,9.7,6.7
STU4766,Shruti Jain,,74.1,54.9,92.2,A,female,22,0.77,,7.7
STU4767,Ishaan Gupta,8.7,78.3,40.5,861.2342514,D,Male,,0.79,5.7,4.0
STU4768,Nikhil Kumar,1.9,,,,B,Male,-17,0.57,9.1,6.3
STU4769,Ritika Mehta,7.4,,40.0,61.2,,F,-18,0.74,6.8,7.8
STU4770,Rohan Chopra,4.1,62.6,,,A,Male,22,,9.0,5.7
STU4771,Ananya Khanna,1.1,94.4,29.0,57.9,C,F,20,0.7,9.1,7.6
STU4772,Rahul Chopra,4.6,94.7,,40.4,D,Male,-18,0.67,8.6,1.1
STU4773,Aadhya Sharma,,78.9,35.4,70.9,B,F,-4,0.73,9.3,7.2
STU4774,Rahul Sharma,66.90442313,80.6,39.6,49.0,D,M,-1,0.71,7.2,1.7
STU4775,Rahul Kapoor,4.0,,30.2,,D,M,25,0.99,9.3,1.2
STU4776,Nisha Kumar,8.4,,50.3,81.9,B,F,-11,0.67,4.1,6.9
STU4777,Ishita Joshi,58.35355392,70.6,34.2,761.2969635,B,female,23,0.62,5.2,1.8
STU4778,Aryan Verma,3.8,60.7,33.9,67.6,,M,18,0.83,8.0,5.2
STU4779,Ishaan Kumar,,,38.5,,,Male,25,0.76,4.7,2.7
STU4780,Shruti Das,3.1,94.4,,72.3,B,female,25,0.74,4.3,4.3
STU4781,Reyansh Patel,1.6,95.8,36.1,77.8,,Male,22,0.99,6.5,7.2
STU4782,Aditya Verma,2.7,98.2,,75.8,B,M,,0.93,,3.0
STU4783,Dev Joshi,6.0,,45.5,79.9,B,Male,17,0.73,6.1,3.8
STU4784,Ayushi Patel,,83.2,31.1,52.0,D,F,,,9.5,2.0
STU4785,Pooja Das,4.8,,34.2,56.1,C,female,19,0.91,7.1,5.1
STU4786,Krishna Chopra,4.4,91.0,37.8,66.4,C,M,17,0.57,9.7,2.1
STU4787,Anika Nair,,89.6,46.8,66.8,C,female,19,0.79,7.9,
STU4788,Tanvi Khanna,9.1,,,86.5,A,F,20,0.82,8.3,6.1
STU4789,Sai Das,5.4,63.5,35.8,62.0,C,M,24,0.97,6.7,5.5
STU4790,Aarav Verma,4.0,,32.6,49.8,D,Male,25,0.77,,6.5
STU4791,Shruti Gupta,2.0,78.2,28.4,55.1,C,female,unknown,0.83,4.2,48.85747133
STU4792,Krishna Sharma,9.6,74.5,42.5,52.9,D,M,22,0.77,6.7,5.3
STU4793,Nikhil Khanna,1.5,85.2,36.7,83.9,B,M,21,0.71,7.5,
STU4794,Ananya Kapoor,3.7,87.0,36.6,68.2,C,,22,,6.3,2.7
STU4795,Aditya Agarwal,3.7,68.4,39.0,,B,M,20,,4.5,7.2
STU4796,Reyansh Bansal,3.9,93.5,36.6,65.0,C,M,22,0.74,5.1,5.3
STU4797,Saanvi Nair,,,40.2,,,F,23,8.49623465,5.8,
STU4798,Nikhil Agarwal,8.0,67.5,,99.0,A,Male,25,0.66,5.8,5.8
STU4799,Aryan Agarwal,2.1,76.3,35.9,,B,Male,23,0.61,4.2,
STU4800,Aryan Iyer,6.7,89.2,49.9,91.8,A,M,22,0.85,6.7,4.7
STU4801,Sai Das,2.1,98.6,473.0915239,,B,Male,,0.63,5.0,3.7
STU4802,Myra Nair,1.6,92.4,,,A,,-2,,7.3,1.3
STU4803,Vihaan Malhotra,,97.6,,89.9,A,,17,0.72,8.4,2.7
STU4804,Vihaan Sharma,2.7,,41.8,99.5,,M,25,0.96,8.9,3.8
STU4805,Sneha Malhotra,8.4,62.8,46.3,77.4,B,F,-3,0.95,8.0,6.3
STU4806,Aryan Khanna,,82.3,,86.8,A,Male,23,,9.6,1.6
STU4807,Ananya Nair,1.7,71.6,32.3,72.6,B,female,,0.8,,6.1
STU4808,Tanvi Sharma,9.6,93.1,45.2,55.5,C,female,22,,6.6,7.6
STU4809,Tanvi Jain,,86.9,33.5,61.3,C,F,20,0.52,5.8,2.8
STU4810,Vihaan Saxena,8.7,98.8,,93.6,A,Male,17,0.87,5.9,2.5
STU4811,Vivaan Gupta,,70.2,25.0,43.4,,M,17,0.94,9.0,4.8
STU4812,Aadhya Kapoor,8.7,79.4,,75.5,B,female,21,,4.0,4.1
STU4813,Nikhil Agarwal,1.1,80.0,28.9,,C,Male,-5,0.82,,1.7
STU4814,Krishna Joshi,5.6,,37.1,63.2,C,Male,unknown,0.98,4.1,6.5
STU4815,Vihaan Reddy,7.9,83.6,,93.1,A,M,17,0.52,5.1,4.9
STU4816,Aryan Saxena,9.4,77.7,53.9,,,M,-16,0.72,,5.6
STU4817,Harsh Bansal,,77.9,49.0,75.9,B,Male,22,0.71,10.0,3.7
STU4818,Vivaan Mehta,8.4,74.5,,56.4,C,M,,,,6.9
STU4819,Anika Kapoor,,60.7,,68.5,C,F,17,0.74,7.0,2.2
STU4820,Ayushi Nair,2.8,,33.0,64.5,C,,-4,0.9,5.3,6.5
STU4821,Shruti Saxena,,73.4,32.9,61.2,C,,18,0.96,8.6,2.1
STU4822,Aarav Singh,,60.1,27.1,46.2,,Male,25,0.71,5.3,1.9
STU4823,Aditya Mehta,,,37.8,,B,Male,-22,0.74,,7.6
STU4824,Karthik Chopra,4.5,71.1,483.9851878,58.1,,M,,0.67,,4.6
STU4825,Ayushi Das,5.9,,43.2,79.6,B,female,24,0.55,8.1,1.8
STU4826,Saanvi Joshi,2.4,65.3,29.1,59.2,C,,,0.92,9.3,
STU4827,Aditya Patel,7.2,80.3,,65.9,C,Male,20,0.97,7.5,4.5
STU4828,Harsh Kumar,2.5,,26.7,43.1,D,Male,-18,0.9,6.4,3.7
STU4829,Ishaan Sharma,3.8,85.2,46.0,99.6,A,Male,unknown,,,6.0
STU4830,Nikhil Mehta,5.5,92.2,,70.5,B,Male,25,0.59,9.3,1.5
STU4831,Harsh Reddy,8.2,78.1,36.7,734.0286775,D,Male,-16,0.57,,6.4
STU4832,Rohan Kumar,7.7,,45.2,72.5,B,Male,,0.55,8.8,2.3
STU4833,Ananya Verma,6.8,92.4,50.5,92.2,A,,20,0.8,5.7,3.2
STU4834,Sara Gupta,2.4,77.1,,86.4,A,F,21,,8.0,3.1
STU4835,Manav Patel,5.9,88.1,45.2,,D,M,17,,9.2,3.6
STU4836,Sneha Agarwal,,77.4,25.9,48.4,D,,23,0.55,5.2,3.0
STU4837,Vihaan Kapoor,4.4,76.7,40.3,79.5,,,23,0.89,4.5,3.7
STU4838,Nikhil Bansal,4.7,90.4,44.2,86.0,A,M,25,0.93,5.3,1.4
STU4839,Kavya Agarwal,1.4,67.0,31.8,74.3,B,F,20,0.96,5.2,3.6
STU4840,Priya Jain,3.5,73.5,42.4,93.6,A,,22,0.57,8.4,4.7
STU4841,Reyansh Khanna,9.6,,43.1,56.6,C,M,18,0.73,5.4,6.8
STU4842,Sai Sharma,,74.4,43.0,54.5,D,Male,,,4.0,4.9
STU4843,Surya Singh,,,43.0,92.2,,,18,0.81,6.3,3.4
STU4844,Rahul Reddy,,83.2,34.4,77.5,B,,21,0.86,8.3,2.3
STU4845,Aadhya Mehta,2.6,,26.4,40.1,,female,,,,5.4
STU4846,Reyansh Nair,4.5,91.5,36.5,61.2,C,Male,-7,,5.7,7.4
STU4847,Shruti Das,9.5,74.6,53.9,91.5,,female,23,0.93,8.1,1.5
STU4848,Sneha Kapoor,2.3,99.6,27.0,,D,female,unknown,0.64,10.0,3.6
STU4849,Kavya Gupta,7.9,83.8,36.2,40.2,,female,22,0.96,7.5,7.4
STU4850,Karthik Das,2.0,,28.7,56.9,C,M,24,0.71,9.5,6.2
STU4851,Sai Kapoor,9.8,93.4,57.4,94.8,A,,24,0.76,9.6,1.0
STU4852,Nikhil Jain,4.4,89.2,,94.1,,Male,-10,0.91,5.0,5.2
STU4853,Ishita Patel,8.0,90.0,46.3,71.1,,female,19,0.68,7.9,4.2
STU4854,Diya Malhotra,4.1,67.8,36.9,73.2,B,F,21,0.72,9.0,4.8
STU4855,Nikhil Joshi,6.6,78.7,39.0,59.9,C,Male,unknown,0.97,9.1,5.0
STU4856,Ishaan Malhotra,2.7,,31.2,54.6,,Male,-15,0.64,9.4,1.5
STU4857,Ayushi Bansal,2.3,80.2,39.3,88.9,A,female,-7,0.99,4.7,8.0
STU4858,Manav Sharma,9.4,87.3,41.4,46.4,D,M,17,0.51,7.8,5.8
STU4859,Ayushi Jain,9.3,,47.7,69.2,C,female,21,,4.7,
STU4860,Diya Agarwal,9.0,,50.8,78.1,B,F,22,0.99,5.0,4.6
STU4861,Ishita Bansal,6.6,71.4,34.2,46.2,D,F,23,0.53,9.1,6.3
STU4862,Arjun Malhotra,8.3,83.0,46.3,71.2,B,,25,0.64,6.4,4.2
STU4863,Priya Bansal,1.6,64.9,32.1,74.7,B,F,22,0.97,7.5,
STU4864,Shaurya Mehta,4.0,87.6,42.1,,D,M,21,0.7,9.5,7.1
STU4865,Aryan Joshi,3.8,,32.8,54.1,,,23,0.61,6.8,
STU4866,Nikhil Sharma,6.7,61.7,,,C,M,17,0.86,7.7,7.4
STU4867,Meera Sharma,4.2,87.0,39.4,,B,,21,0.59,6.6,6.0
STU4868,Nikhil Nair,2.3,76.6,,99.0,A,M,18,0.85,5.8,5.9
STU4869,Tanvi Reddy,6.4,65.0,35.2,53.0,,female,20,0.75,6.1,1.7
STU4870,Manav Joshi,8.3,76.8,54.0,99.2,,M,23,0.72,,6.3
STU4871,Sneha Verma,4.4,67.8,40.4,82.9,,F,206.3804668,0.52,6.2,2.0
STU4872,Arjun Mehta,2.2,,,89.6,A,Male,-12,0.7,8.9,
STU4873,Ishita Malhotra,60.85469333,75.4,26.8,45.4,D,,-10,9.042203248,6.4,7.9
STU4874,Myra Joshi,3.1,89.5,32.6,,C,female,19,0.95,5.0,
STU4875,Diya Agarwal,65.19997059,91.0,29.6,43.5,D,female,23,0.65,9.9,7.2
STU4876,Sneha Gupta,6.8,84.3,40.7,62.3,C,F,180.6825396,0.77,,6.4
STU4877,Sai Iyer,,60.9,48.6,98.9,A,M,22,0.94,9.6,5.5
STU4878,Reyansh Khanna,7.3,97.2,,46.3,D,M,21,0.69,,3.0
STU4879,Rahul Mehta,4.3,87.4,39.4,73.7,B,Male,17,,,5.0
STU4880,Manav Agarwal,8.4,,35.1,40.4,D,M,-1,9.070579716,5.4,45.58151065
STU4881,Sneha Saxena,2.8,92.8,39.7,82.8,,female,18,0.93,9.5,7.2
STU4882,Aryan Iyer,5.2,68.0,32.7,51.8,D,M,,0.76,8.3,6.1
STU4883,Ira Iyer,8.2,83.2,39.1,47.8,D,F,17,0.53,,2.8
STU4884,Shruti Chopra,2.6,78.7,31.1,60.2,C,,18,0.78,8.0,6.3
STU4885,Ishaan Iyer,2.0,76.8,37.6,86.3,A,,24,0.63,,7.1
STU4886,Sneha Gupta,9.0,95.6,41.5,,D,female,22,0.65,6.0,7.4
STU4887,Kavya Kumar,4.1,77.5,32.1,53.8,D,F,-4,0.58,4.0,7.9
STU4888,Saanvi Iyer,,63.0,32.8,40.5,,female,,0.94,9.6,4.6
STU4889,Aditya Bansal,,97.9,41.6,98.1,A,M,-17,0.56,10.0,4.5
STU4890,Shaurya Iyer,7.2,96.8,401.4146373,75.5,B,Male,23,,5.6,5.0
STU4891,Yash Singh,3.8,,41.3,83.2,B,Male,-19,0.72,6.1,1.2
STU4892,Vivaan Iyer,,78.7,34.6,79.1,B,M,-9,0.65,4.5,2.3
STU4893,Priya Kapoor,6.5,,,48.7,D,,23,0.67,6.2,3.2
STU4894,Ananya Gupta,,91.6,38.3,75.7,B,female,,0.74,5.5,5.2
STU4895,Aadhya Kapoor,,,,47.9,D,female,19,0.67,4.0,
STU4896,Ritika Bansal,1.7,62.7,28.9,64.1,C,female,,,6.9,5.3
STU4897,Priya Patel,,81.5,,74.1,B,F,17,8.778184624,8.6,4.6
STU4898,Manav Kapoor,3.7,66.4,36.1,,B,,-15,0.98,,2.4
STU4899,Shruti Khanna,1.8,60.3,23.8,47.1,D,female,-11,0.84,6.3,5.5
STU4900,Meera Agarwal,9.2,76.9,38.7,42.1,D,,21,0.85,9.8,7.9
STU4901,Navya Kapoor,1.1,65.5,35.1,87.9,,female,,0.56,7.9,2.2
STU4902,Nisha Mehta,5.4,66.4,42.5,83.6,B,F,21,0.79,5.8,1.5
STU4903,Ishaan Das,2.1,63.1,,,D,M,21,0.61,,4.0
STU4904,Myra Saxena,3.8,68.2,28.7,,D,female,-25,0.53,6.6,
STU4905,Manav Kapoor,,88.6,55.5,93.6,A,M,23,0.99,8.9,5.3
STU4906,Nikhil Iyer,2.5,,,86.1,A,,-16,0.71,5.2,3.4
STU4907,Ira Kumar,9.7,78.1,57.2,99.8,A,,19,,7.2,2.0
STU4908,Vivaan Joshi,,80.3,30.4,55.2,C,Male,19,0.52,,4.4
STU4909,Aarav Reddy,7.7,61.3,42.3,69.3,C,M,-22,,7.6,1.2
STU4910,Aditya Saxena,5.9,62.8,34.3,54.2,D,M,22,0.99,8.3,5.0
STU4911,Vihaan Bansal,9.0,70.3,48.2,77.4,B,M,19,0.87,5.2,3.1
STU4912,Aadhya Gupta,6.0,81.8,34.2,,D,female,19,0.57,5.9,1.9
STU4913,Kavya Reddy,5.8,,34.8,47.6,D,,24,0.96,7.3,
STU4914,Aryan Kumar,2.8,84.2,27.3,44.3,D,M,24,0.98,6.1,7.5
STU4915,Rahul Patel,2.5,,37.0,81.6,B,M,,0.95,5.8,2.0
STU4916,Ishita Khanna,66.11657447,64.7,45.8,69.6,C,,20,,6.1,
STU4917,Sneha Bansal,,,,77.1,B,female,20,1.0,9.1,2.4
STU4918,Sneha Jain,,74.6,43.9,92.8,A,F,19,9.128572984,,4.7
STU4919,Surya Mehta,7.8,89.4,49.9,,B,M,,,74.34418152,
STU4920,Meera Gupta,61.71219475,80.5,36.4,67.7,C,female,-1,0.5,9.3,3.6
STU4921,Sara Reddy,9.6,89.5,57.9,,A,female,24,0.68,7.2,3.6
STU4922,Krishna Nair,7.6,96.3,45.1,67.4,C,Male,23,0.81,8.2,7.0
STU4923,Krishna Kapoor,59.35543327,,36.5,46.7,D,M,19,0.57,7.0,7.2
STU4924,Dev Singh,8.9,81.4,55.8,99.6,A,M,25,0.73,9.7,5.4
STU4925,Ishita Singh,1.4,80.5,23.3,41.4,D,female,21,,8.4,4.5
STU4926,Dev Iyer,3.3,70.6,35.6,73.0,B,Male,188.5077183,0.91,6.2,5.9
STU4927,Shruti Malhotra,5.2,,37.7,58.5,C,F,23,0.57,6.2,1.3
STU4928,Reyansh Sharma,3.0,78.3,34.9,70.2,B,M,23,,4.3,2.5
STU4929,Tanvi Gupta,7.7,65.1,,73.5,B,F,22,0.51,9.7,3.1
STU4930,Rahul Reddy,9.3,77.3,42.7,54.4,D,,-4,0.78,8.4,5.4
STU4931,Diya Malhotra,4.8,65.1,38.1,,B,female,25,,7.9,5.9
STU4932,Kavya Malhotra,4.1,,41.8,85.4,A,F,22,0.9,9.1,6.4
STU4933,Karthik Chopra,9.7,82.5,44.4,56.0,,M,24,0.68,7.8,
STU4934,Rahul Khanna,,73.5,36.2,63.0,C,,17,1.0,5.7,
STU4935,Priya Gupta,5.4,62.9,33.9,56.1,C,,,0.51,8.4,4.8
STU4936,Sai Malhotra,4.2,97.7,44.9,89.2,A,Male,17,0.72,,1.9
STU4937,Dev Kapoor,9.2,,465.0138378,83.5,B,Male,unknown,0.7,5.2,1.0
STU4938,Pooja Jain,6.1,93.6,49.2,92.3,A,F,24,0.77,9.9,45.16150372
STU4939,Shruti Bansal,7.9,74.7,38.3,50.2,,F,17,0.56,8.3,7.5
STU4940,Saanvi Gupta,,90.4,39.0,44.4,D,F,25,0.95,7.9,3.9
STU4941,Vihaan Khanna,,79.4,30.3,47.2,D,M,18,0.52,9.5,
STU4942,Aadhya Gupta,4.9,68.0,31.5,49.7,D,female,196.0011213,0.83,6.1,3.4
STU4943,Ritika Das,8.6,65.0,45.3,72.0,B,F,-21,0.93,4.3,
STU4944,Nikhil Nair,,73.8,45.5,98.3,A,,25,0.53,9.1,3.7
STU4945,Nikhil Kapoor,8.1,65.5,41.2,61.4,,M,unknown,0.99,8.6,5.2
STU4946,Saanvi Singh,9.5,99.9,58.2,97.5,A,F,25,0.96,7.7,
STU4947,Vivaan Verma,63.96073538,62.0,,42.3,D,M,23,0.87,4.5,4.4
STU4948,Shruti Das,,77.6,51.8,95.6,A,F,,0.86,10.0,4.4
STU4949,Aadhya Saxena,8.2,78.1,39.5,,D,F,21,0.72,9.1,2.9
STU4950,Aryan Das,8.6,72.0,52.8,94.7,A,M,-22,0.75,9.6,6.9
STU4951,Shruti Verma,4.6,82.9,30.5,,D,female,18,0.72,5.4,1.3
STU4952,Kavya Kapoor,1.5,66.0,38.7,,,female,18,0.52,8.4,
STU4953,Vihaan Agarwal,4.6,91.4,33.9,,D,Male,25,0.73,8.4,7.7
STU4954,Meera Joshi,7.1,,39.0,58.2,C,female,unknown,,7.2,6.9
STU4955,Priya Kapoor,5.1,83.7,39.4,,D,female,24,0.93,,
STU4956,Aditya Chopra,,88.6,43.1,62.8,C,M,-14,0.55,4.3,
STU4957,Rohan Kumar,4.2,,42.0,80.1,,M,,0.88,6.7,
STU4958,Ishaan Gupta,6.7,93.4,52.3,98.5,A,Male,,0.93,,
STU4959,Sara Chopra,2.7,84.3,36.8,76.4,B,F,unknown,0.87,8.3,5.4
STU4960,Reyansh Sharma,7.7,75.5,47.9,83.3,B,M,20,,4.0,1.6
STU4961,Aarav Kumar,,80.1,,45.3,D,M,-3,0.56,5.8,3.6
STU4962,Reyansh Joshi,2.8,90.7,38.0,77.7,B,M,,0.72,8.4,7.3
STU4963,Priya Singh,,95.1,36.9,67.2,C,female,unknown,0.98,,7.0
STU4964,Arjun Khanna,7.7,64.2,49.8,93.1,A,M,,0.75,6.4,2.1
STU4965,Krishna Saxena,,75.4,37.1,63.3,C,Male,22,0.52,4.5,6.9
STU4966,Aryan Kumar,,91.0,39.1,,B,Male,24,0.94,9.6,3.7
STU4967,Reyansh Khanna,9.7,,43.2,53.7,D,M,unknown,0.61,7.4,6.7
STU4968,Navya Iyer,,73.3,38.8,55.6,C,F,21,0.87,5.1,5.4
STU4969,Rahul Reddy,9.6,76.5,,62.6,,M,25,1.0,7.1,6.9
STU4970,Krishna Bansal,4.8,84.1,35.5,58.2,C,Male,20,0.51,5.8,6.8
STU4971,Sara Mehta,,,37.2,55.2,,F,22,,6.7,
STU4972,Tanvi Sharma,,815.8570271,39.1,43.0,D,female,18,,5.1,3.6
STU4973,Arjun Sharma,,68.3,45.3,90.2,A,M,18,0.78,6.1,3.4
STU4974,Shaurya Nair,7.4,66.5,34.6,43.9,D,Male,18,0.97,8.5,7.7
STU4975,Priya Malhotra,3.3,826.3941558,,93.2,A,female,,,5.5,6.9
STU4976,Myra Nair,5.0,82.4,32.5,47.5,D,,-9,,9.3,4.3
STU4977,Ira Jain,2.1,81.8,25.6,43.9,D,female,,,6.9,2.6
STU4978,Aryan Iyer,2.9,68.2,34.8,73.8,B,Male,25,0.76,5.5,5.2
STU4979,Rohan Bansal,1.0,87.8,31.8,70.1,,,23,0.95,5.4,7.6
STU4980,Priya Jain,,89.6,32.6,69.5,C,female,19,0.82,10.0,6.0
STU4981,Rohan Gupta,9.8,,49.0,74.5,,M,19,0.59,,3.1
STU4982,Rohan Bansal,3.2,73.8,30.9,57.2,C,Male,23,0.9,4.3,2.4
STU4983,Priya Agarwal,7.0,99.6,47.9,79.8,B,F,-19,0.72,7.6,
STU4984,Reyansh Bansal,,75.0,45.7,70.1,B,M,-25,,7.4,
STU4985,Aadhya Iyer,6.0,90.4,39.1,60.1,C,F,24,0.98,5.5,4.4
STU4986,Krishna Kapoor,61.5825781,78.1,39.5,89.6,A,,25,0.52,,6.4
STU4987,Saanvi Patel,7.6,91.7,49.5,83.7,B,female,17,,9.5,3.7
STU4988,Rahul Gupta,6.4,90.8,,63.6,C,,,,7.7,7.1
STU4989,Tanvi Reddy,7.6,,51.1,90.9,A,female,23,0.61,5.8,51.15069242
STU4990,Navya Mehta,,94.2,,95.2,A,,22,0.65,8.3,2.9
STU4991,Ishita Verma,9.8,97.6,51.0,821.2016233,B,F,23,0.54,9.3,5.0
STU4992,Ananya Kumar,6.2,,36.6,52.9,D,,,0.58,8.2,3.7
STU4993,Yash Kumar,4.1,69.5,43.6,94.9,A,M,22,0.58,6.1,7.2
STU4994,Manav Mehta,6.8,75.9,,51.4,D,M,-18,,9.1,
STU4995,Reyansh Chopra,1.6,90.3,,42.9,D,M,18,0.72,8.1,6.5
STU4996,Meera Bansal,9.1,86.0,44.7,,C,F,23,0.98,,5.4
STU4997,Ishita Singh,2.1,67.1,36.0,83.6,B,F,17,0.77,5.7,5.9
STU4998,Shruti Iyer,4.0,62.0,42.8,95.4,A,,19,0.81,4.5,2.4
STU4999,Ritika Iyer,8.3,87.3,48.8,78.2,B,female,,0.52,6.2,3.0
STU5000,Pooja Saxena,6.4,,48.9,97.1,,female,,0.6,,7.6
STU5001,Aarav Joshi,4.5,80.0,30.6,45.5,,M,,0.83,7.9,5.4
STU5002,Shaurya Saxena,5.3,89.9,32.7,43.6,D,Male,19,0.93,,6.5
STU5003,Vihaan Iyer,8.7,82.5,48.5,76.3,B,,,,8.3,3.0
STU5004,Surya Jain,4.1,63.3,43.9,,A,M,19,0.62,9.8,3.8
STU5005,Saanvi Kumar,8.8,,,70.2,B,F,24,0.58,6.5,1.8
STU5006,Shaurya Agarwal,,68.8,23.4,43.1,D,Male,22,0.71,7.2,1.2
STU5007,Aadhya Chopra,8.0,70.3,,53.3,D,F,23,0.52,7.9,5.6
STU5008,Pooja Das,8.6,82.6,41.9,54.7,D,F,unknown,,6.1,3.3
STU5009,Navya Reddy,2.6,80.2,,60.3,C,,22,0.72,8.6,
STU5010,Navya Agarwal,,68.1,29.4,42.6,D,female,unknown,,4.3,2.1
STU5011,Vivaan Agarwal,2.5,62.7,39.6,94.3,A,Male,24,0.53,7.7,
STU5012,Harsh Bansal,7.4,66.9,,,B,,-3,0.6,5.9,3.2
STU5013,Ishaan Saxena,5.8,99.4,45.6,80.3,B,M,,0.76,4.6,6.2
STU5014,Yash Verma,6.7,78.7,34.5,44.0,D,M,22,,6.5,3.3
STU5015,Vihaan Joshi,2.8,94.7,28.0,43.2,D,,,0.78,5.3,6.0
STU5016,Aadhya Mehta,2.9,94.0,37.8,75.2,,F,24,0.72,6.5,
STU5017,Rahul Reddy,1.4,80.5,38.8,,A,M,21,0.91,5.6,7.2
STU5018,Sai Sharma,3.9,88.3,401.8356137,71.7,,Male,25,0.88,9.1,
